
0,47.0
1,47.0
2,47.0
3,47.0
4,47.0
5,47.0
6,47.0
7,46.0
8,46.0
9,42.0
10,42.0
11,42.0
12,41.0
13,41.0
14,40.0
15,39.0
16,35.0
17,35.0
18,35.0
19,35.0
20,35.0
21,34.0
22,34.0
23,29.0
24,29.0
25,29.0
26,29.0
27,29.0
28,29.0
29,26.0
30,25.0
31,25.0
32,25.0
33,25.0
34,22.0
35,22.0
36,20.0
37,20.0
38,20.0
39,20.0
40,20.0
41,19.0
42,19.0
43,18.0
44,18.0
45,18.0
46,17.0
47,17.0
48,16.0
49,15.0
50,15.0
51,14.0
52,14.0
53,14.0
54,13.0
55,13.0
56,12.0
57,12.0
58,12.0
59,11.0
60,11.0
61,10.0
62,10.0
63,9.0
64,9.0
65,9.0
66,8.0
67,8.0
68,8.0
69,7.0
70,7.0
71,7.0
72,6.0
73,6.0
74,6.0
75,6.0
76,5.0
77,5.0
78,5.0
79,4.0
80,4.0
81,4.0
82,4.0
83,4.0
84,4.0
85,3.0
86,3.0
87,3.0
88,3.0
89,2.0
90,2.0
91,2.0
92,2.0
93,2.0
94,2.0
95,2.0
96,1.0
97,1.0
98,1.0
99,1.0
100,1.0
0,55.0
1,53.0
2,53.0
3,52.0
4,50.0
5,48.0
6,46.0
7,46.0
8,46.0
9,46.0
10,44.0
11,42.0
12,42.0
13,41.0
14,41.0
15,41.0
16,41.0
17,38.0
18,37.0
19,35.0
20,35.0
21,34.0
22,34.0
23,34.0
24,34.0
25,32.0
26,32.0
27,31.0
28,30.0
29,29.0
30,26.0
31,26.0
32,25.0
33,25.0
34,25.0
35,24.0
36,24.0
37,21.0
38,21.0
39,20.0
40,20.0
41,20.0
42,19.0
43,18.0
44,17.0
45,17.0
46,17.0
47,16.0
48,16.0
49,15.0
50,14.0
51,14.0
52,14.0
53,12.0
54,12.0
55,12.0
56,12.0
57,12.0
58,11.0
59,11.0
60,11.0
61,10.0
62,10.0
63,10.0
64,10.0
65,10.0
66,10.0
67,10.0
68,9.0
69,9.0
70,9.0
71,9.0
72,9.0
73,8.0
74,8.0
75,8.0
76,8.0
77,8.0
78,8.0
79,8.0
80,7.0
81,7.0
82,7.0
83,7.0
84,7.0
85,7.0
86,7.0
87,7.0
88,7.0
89,7.0
90,7.0
91,7.0
92,7.0
93,7.0
94,7.0
95,6.0
96,6.0
97,6.0
98,6.0
99,6.0
100,6.0
0,48.0
1,48.0
2,48.0
3,48.0
4,47.0
5,47.0
6,44.0
7,44.0
8,44.0
9,43.0
10,42.0
11,42.0
12,41.0
13,39.0
14,37.0
15,37.0
16,37.0
17,35.0
18,33.0
19,30.0
20,30.0
21,30.0
22,30.0
23,30.0
24,30.0
25,25.0
26,25.0
27,25.0
28,25.0
29,25.0
30,25.0
31,21.0
32,21.0
33,21.0
34,20.0
35,20.0
36,19.0
37,19.0
38,19.0
39,19.0
40,18.0
41,16.0
42,16.0
43,16.0
44,16.0
45,15.0
46,15.0
47,15.0
48,13.0
49,12.0
50,12.0
51,12.0
52,12.0
53,12.0
54,11.0
55,11.0
56,11.0
57,11.0
58,10.0
59,10.0
60,10.0
61,10.0
62,9.0
63,9.0
64,8.0
65,8.0
66,8.0
67,8.0
68,8.0
69,7.0
70,7.0
71,6.0
72,6.0
73,6.0
74,5.0
75,5.0
76,5.0
77,5.0
78,5.0
79,4.0
80,4.0
81,4.0
82,4.0
83,3.0
84,3.0
85,3.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
0,51.0
1,51.0
2,50.0
3,50.0
4,48.0
5,48.0
6,46.0
7,46.0
8,46.0
9,43.0
10,42.0
11,41.0
12,41.0
13,39.0
14,39.0
15,35.0
16,35.0
17,35.0
18,35.0
19,33.0
20,33.0
21,32.0
22,32.0
23,30.0
24,30.0
25,27.0
26,27.0
27,27.0
28,26.0
29,25.0
30,24.0
31,24.0
32,23.0
33,22.0
34,22.0
35,22.0
36,22.0
37,21.0
38,21.0
39,20.0
40,19.0
41,15.0
42,15.0
43,15.0
44,15.0
45,15.0
46,15.0
47,15.0
48,15.0
49,15.0
50,15.0
51,15.0
52,15.0
53,14.0
54,13.0
55,13.0
56,12.0
57,12.0
58,12.0
59,12.0
60,11.0
61,11.0
62,10.0
63,9.0
64,9.0
65,9.0
66,9.0
67,8.0
68,8.0
69,8.0
70,8.0
71,6.0
72,6.0
73,6.0
74,6.0
75,6.0
76,6.0
77,5.0
78,5.0
79,5.0
80,4.0
81,4.0
82,4.0
83,4.0
84,4.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,2.0
91,2.0
92,2.0
93,2.0
94,2.0
95,2.0
96,2.0
97,2.0
98,2.0
99,2.0
100,2.0
0,47.0
1,47.0
2,47.0
3,47.0
4,47.0
5,47.0
6,47.0
7,44.0
8,42.0
9,42.0
10,41.0
11,40.0
12,38.0
13,38.0
14,38.0
15,37.0
16,33.0
17,33.0
18,33.0
19,33.0
20,31.0
21,31.0
22,28.0
23,28.0
24,28.0
25,28.0
26,27.0
27,27.0
28,26.0
29,25.0
30,24.0
31,24.0
32,24.0
33,23.0
34,22.0
35,21.0
36,21.0
37,21.0
38,21.0
39,19.0
40,19.0
41,19.0
42,18.0
43,17.0
44,17.0
45,17.0
46,17.0
47,16.0
48,16.0
49,16.0
50,14.0
51,14.0
52,13.0
53,13.0
54,13.0
55,12.0
56,12.0
57,11.0
58,10.0
59,10.0
60,9.0
61,9.0
62,9.0
63,8.0
64,8.0
65,8.0
66,8.0
67,8.0
68,8.0
69,8.0
70,8.0
71,8.0
72,7.0
73,7.0
74,7.0
75,7.0
76,7.0
77,7.0
78,7.0
79,7.0
80,7.0
81,7.0
82,7.0
83,7.0
84,7.0
85,6.0
86,6.0
87,6.0
88,6.0
89,6.0
90,6.0
91,6.0
92,6.0
93,6.0
94,6.0
95,6.0
96,5.0
97,5.0
98,5.0
99,5.0
100,5.0
0,50.0
1,50.0
2,49.0
3,49.0
4,49.0
5,49.0
6,47.0
7,44.0
8,44.0
9,42.0
10,42.0
11,39.0
12,39.0
13,37.0
14,37.0
15,37.0
16,36.0
17,35.0
18,35.0
19,32.0
20,32.0
21,32.0
22,32.0
23,32.0
24,31.0
25,31.0
26,30.0
27,28.0
28,28.0
29,28.0
30,26.0
31,26.0
32,26.0
33,24.0
34,24.0
35,24.0
36,23.0
37,22.0
38,22.0
39,22.0
40,21.0
41,21.0
42,21.0
43,20.0
44,20.0
45,19.0
46,18.0
47,18.0
48,17.0
49,17.0
50,16.0
51,14.0
52,14.0
53,14.0
54,14.0
55,14.0
56,14.0
57,14.0
58,13.0
59,12.0
60,11.0
61,11.0
62,11.0
63,11.0
64,11.0
65,9.0
66,9.0
67,9.0
68,9.0
69,9.0
70,9.0
71,8.0
72,8.0
73,8.0
74,7.0
75,7.0
76,6.0
77,6.0
78,6.0
79,6.0
80,6.0
81,5.0
82,5.0
83,5.0
84,5.0
85,5.0
86,4.0
87,4.0
88,4.0
89,4.0
90,3.0
91,3.0
92,3.0
93,3.0
94,3.0
95,3.0
96,3.0
97,3.0
98,3.0
99,3.0
100,3.0
0,50.0
1,50.0
2,50.0
3,50.0
4,49.0
5,48.0
6,47.0
